,Caso Noticia,Grado del Delito,Caracterización,Modalidad,Título,Artículo,Procedimiento Abreviado,Tipo de Noticia,Etapa Noticia,Fecha Creación,Año de Creación,Ley,Entidad Receptora,Unidad Receptora,Fecha de la denuncia,Departamento de la denuncia,Municipio de la denuncia,Fecha de los Hechos,Departamento de los Hechos,Municipio de los Hechos,Fecha Última Actuación,Última Actuación
50,sdv-id-KTevBD,NINGUNO,BIENES MUEBLES,EXCURSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-08-01 00:19:51,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,BELLO,2025-07-22 07:10:26,Antioquia,MEDELLÍN,2025-07-29 09:29:08,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
51,sdv-id-aZSnSq,NINGUNO,OFRECIMIENTO DE SERVICIOS,EXCURSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2023-12-08 01:46:07,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-05 19:15:29,Antioquia,MEDELLÍN,2022-07-19 23:57:29,Antioquia,MEDELLÍN,2023-04-24 17:43:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
52,sdv-id-lvnPet,AGRAVADO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-08 22:19:16,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-02-25 04:40:11,Antioquia,MEDELLÍN,2024-06-04 08:44:18,Antioquia,MEDELLÍN,2025-04-03 23:30:50,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
53,sdv-id-qWgRbD,NINGUNO,BIENES INMUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2023-07-23 02:11:46,2024,Ley 906,Fiscalía General de la Nación,URI (UNIDAD DE REACCION INMEDIATA) - CENTRO MEDELLÍN,2023-09-08 01:39:25,Antioquia,GIRARDOTA,2022-09-08 01:55:11,Antioquia,MEDELLÍN,2025-05-16 05:56:17,Obtención de documentos
54,sdv-id-WxAvxz,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-27 10:43:28,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-10-27 12:48:15,Antioquia,"BOGOTÁ, D.C.",2024-11-12 18:27:22,Antioquia,MEDELLÍN,2024-10-17 11:17:33,Obtención de documentos
55,sdv-id-imvQkW,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-01-19 13:34:24,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-09-22 20:32:48,Antioquia,MEDELLÍN,2022-03-11 05:40:05,Antioquia,MEDELLÍN,2024-01-24 11:06:40,Obtención de documentos
56,sdv-id-cfwaeC,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-02-08 23:50:28,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-20 07:09:38,Antioquia,MEDELLÍN,2024-11-19 17:01:33,Antioquia,MEDELLÍN,2025-07-28 05:38:50,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
57,sdv-id-jAEdPQ,NINGUNO,BIENES MUEBLES,"TURISMO POR INTERNET (ALQUILER FINCAS, APARTAMENTOS, APARTA ESTUDIOS - CASAS, HOTELES)",DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,QUERELLABLE,2025-01-26 07:29:50,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-09-23 08:18:15,Antioquia,MEDELLÍN,2024-04-13 05:19:12,Antioquia,MEDELLÍN,2025-08-11 10:22:45,Obtención de documentos
58,sdv-id-UEszSI,AGRAVADO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-08-10 21:18:46,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,"BOGOTÁ, D. C.",MEDELLÍN,2025-07-06 05:49:25,Antioquia,MEDELLÍN,2025-08-16 15:49:04,Registro de informacion formal
59,sdv-id-Zpnuho,NINGUNO,,PAGOS EN LÍNEA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-03-27 05:12:57,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-04-09 02:04:31,Antioquia,MEDELLÍN,2023-09-27 11:21:27,Antioquia,MEDELLÍN,2024-04-14 05:09:04,Busqueda en bases de datos de acceso publico
60,sdv-id-NPNYno,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-06-29 19:18:01,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-02-15 21:58:34,Antioquia,MEDELLÍN,2024-07-19 20:33:25,Antioquia,MEDELLÍN,2025-05-07 08:12:37,Registro de informacion formal
61,sdv-id-pNiYBc,NINGUNO,BIENES MUEBLES,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-06-12 12:10:21,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-10-03 17:28:37,Antioquia,MEDELLÍN,2023-06-13 21:28:15,Antioquia,MEDELLÍN,2024-03-13 16:03:51,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
62,sdv-id-hzUtac,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-12-26 23:03:59,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS ENVIGADO,2024-10-24 15:05:22,Antioquia,MEDELLÍN,2024-05-17 09:05:00,Antioquia,MEDELLÍN,2025-07-27 03:01:49,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
63,sdv-id-rBiYjw,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-29 17:56:44,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-03-11 23:02:41,Antioquia,MEDELLÍN,2025-06-08 21:39:26,Antioquia,MEDELLÍN,2025-08-13 15:24:20,Sale de fiscal intervención temprana a fiscal conocimiento
64,sdv-id-chlOrG,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-08 23:55:15,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-02-01 09:07:10,Antioquia,MEDELLÍN,2025-07-19 08:30:19,Registro de informacion formal
65,sdv-id-RhaLyL,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2022-06-07 04:30:41,2025,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2023-07-20 14:00:16,Antioquia,MEDELLÍN,2022-10-09 16:49:50,Antioquia,MEDELLÍN,2025-05-26 10:27:21,Obtención de documentos
66,sdv-id-vBSPIS,AGRAVADO,BIENES MUEBLES,PRÉSTAMO DE DINERO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-05-13 18:53:34,2025,Ley 906,Fiscalía General de la Nación,SAU (SALA DE ATENCION AL USUARIO) - BUCARAMANGA,2023-06-29 09:40:30,Antioquia,MEDELLÍN,2022-12-29 09:39:18,Antioquia,MEDELLÍN,2025-05-20 07:07:55,Registro de informacion formal
67,sdv-id-dAbQnN,AGRAVADO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-07 10:42:26,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-04-29 04:43:24,Antioquia,MEDELLÍN,2025-01-20 09:49:21,Antioquia,MEDELLÍN,2025-08-06 08:46:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
68,sdv-id-MdlnoG,NINGUNO,OTROS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-27 17:21:48,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-11-25 22:25:13,Antioquia,ITAGUI,2025-02-20 05:32:32,Antioquia,MEDELLÍN,2025-03-30 13:28:22,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
69,sdv-id-lvAJvY,AGRAVADO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-13 08:08:56,2023,Ley 906,Fiscalía General de la Nación,MEVAL-SECCIONAL DE POLICIA JUDICIAL MEDELLIN,2025-03-24 10:18:10,Antioquia,MEDELLÍN,2025-01-31 05:42:58,Antioquia,MEDELLÍN,2025-07-21 09:24:24,Sale de fiscal intervención temprana a fiscal conocimiento
70,sdv-id-DEVqUF,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-06-06 20:55:00,2025,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-03-14 12:41:47,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2024-06-11 02:29:16,Antioquia,MEDELLÍN,2025-06-11 14:37:19,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
71,sdv-id-SnAuyP,AGRAVADO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-07-31 07:45:18,2025,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-10-07 22:38:50,Magdalena,MEDELLÍN,2024-01-18 23:13:04,Antioquia,MEDELLÍN,2024-05-19 11:28:45,Obtención de documentos
72,sdv-id-RWCEYo,AGRAVADO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-09 05:45:33,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-06-03 16:11:41,Antioquia,MEDELLÍN,2025-04-04 00:24:33,Antioquia,MEDELLÍN,2025-08-06 05:39:01,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
73,sdv-id-GTqNlA,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-13 05:20:58,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-10-10 01:52:01,Antioquia,"BOGOTÁ, D.C.",2024-05-06 06:00:03,Antioquia,MEDELLÍN,2025-05-15 08:32:32,Registro de informacion formal
74,sdv-id-bcFJff,NINGUNO,OFRECIMIENTO DE SERVICIOS,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-09-26 11:32:39,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-27 05:23:35,Antioquia,MEDELLÍN,2024-06-27 23:33:34,Antioquia,MEDELLÍN,2025-01-11 15:12:01,Programa metodológico
75,sdv-id-BIRekU,NINGUNO,HURTO A PERSONAS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2025-02-12 21:53:21,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-03 13:00:35,Antioquia,MEDELLÍN,2024-09-09 15:17:45,Antioquia,MEDELLÍN,2025-08-11 07:02:33,Sale de fiscal intervención temprana a fiscal conocimiento
76,sdv-id-edFGWM,NINGUNO,BIENES MUEBLES,PERMUTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-02-27 04:05:13,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-23 03:42:47,Antioquia,MEDELLÍN,2025-01-22 04:19:00,Antioquia,MEDELLÍN,2025-08-13 04:01:17,Registro de informacion formal
77,sdv-id-ZKKsPP,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-07 07:03:00,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-04-06 00:24:42,Antioquia,MEDELLÍN,2024-05-22 06:41:55,Antioquia,MEDELLÍN,2025-05-04 21:46:24,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
78,sdv-id-kCkBaJ,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-03-16 09:13:43,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-02-03 23:14:37,Antioquia,MEDELLÍN,2024-08-21 19:34:56,Antioquia,MEDELLÍN,2024-08-11 10:04:01,Registro de informacion formal
79,sdv-id-HGcwTs,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-09 08:45:34,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-09-22 13:09:42,Antioquia,MEDELLÍN,2024-09-12 12:35:09,Antioquia,MEDELLÍN,2025-04-03 10:14:30,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
80,sdv-id-fDovmy,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-12 20:18:32,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-07-07 05:06:39,Antioquia,MEDELLÍN,2025-04-07 08:27:53,Antioquia,MEDELLÍN,2025-03-03 04:45:59,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
81,sdv-id-iPgxxF,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-02-04 22:30:48,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS - IBAGUÉ,2024-04-28 00:15:52,Antioquia,MEDELLÍN,2023-09-20 11:20:54,Antioquia,MEDELLÍN,2025-07-11 16:14:46,Obtención de documentos
82,sdv-id-bLsjJR,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-26 04:42:21,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-21 01:16:19,Antioquia,MEDELLÍN,2024-10-25 01:55:58,Antioquia,MEDELLÍN,2025-04-03 13:32:04,Sale de fiscal intervención temprana a fiscal conocimiento
83,sdv-id-Kbhogz,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-11-27 20:52:53,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-02-06 18:16:37,Antioquia,MEDELLÍN,2023-06-04 20:13:37,Antioquia,MEDELLÍN,2023-05-24 06:09:40,"Ubicacion de personas (indiciados, testigos o victimas)"
84,sdv-id-PYgozA,NINGUNO,BIENES MUEBLES,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-02-03 11:47:44,2025,Ley 906,Fiscalía General de la Nación,DIR. APOYO INVESTIGACIÓN Y ANÁLISIS PARA LA SEG. CIUDADANA,2024-11-29 07:43:21,"BOGOTÁ, D. C.",MEDELLÍN,2024-12-06 06:11:50,Antioquia,MEDELLÍN,2025-03-23 21:28:13,Registro de informacion formal
85,sdv-id-MwgRUX,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-08-29 00:08:00,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-12 06:37:36,Antioquia,MEDELLÍN,2024-02-17 18:17:39,Antioquia,MEDELLÍN,2025-08-15 03:19:03,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
86,sdv-id-EPzTBp,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2021-07-28 20:42:31,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-01-20 11:45:34,Antioquia,MEDELLÍN,2020-08-22 04:02:47,Antioquia,MEDELLÍN,2023-07-18 22:13:22,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
87,sdv-id-LMCVqK,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-10-10 19:28:18,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-08-10 06:47:54,Antioquia,MEDELLÍN,2024-08-15 17:57:02,Antioquia,MEDELLÍN,2025-01-28 17:47:44,Obtención de documentos
88,sdv-id-aRXEjB,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-13 10:13:28,2025,Ley 906,Fiscalía General de la Nación,UNIDAD  INTERVENCIÓN TEMPRANA DE ENTRADAS - METODO PROCEDIMIENTO ANTIOQUIA,2025-08-14 15:00:00,Antioquia,ENVIGADO,2025-05-17 17:28:00,Antioquia,MEDELLÍN,2025-08-13 14:26:33,Obtención de documentos
89,sdv-id-PzQCQG,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-01-17 18:41:31,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-03-25 22:30:28,"BOGOTÁ, D. C.",MEDELLÍN,2023-08-23 16:59:29,Antioquia,MEDELLÍN,2025-05-18 18:35:24,Verificacion de arraigo y/o  estudio socio economico
90,sdv-id-BGshLM,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-17 11:58:17,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-06-04 19:15:54,Antioquia,MEDELLÍN,2024-12-15 18:18:09,Antioquia,MEDELLÍN,2025-06-01 12:56:39,Obtención de documentos
91,sdv-id-SvcWPo,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-06-05 13:39:32,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-02-03 04:36:59,Antioquia,MEDELLÍN,2024-09-18 23:06:15,Antioquia,MEDELLÍN,2025-01-17 07:01:36,Busqueda en bases de datos de acceso publico
92,sdv-id-BQJmVz,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-11-20 04:15:23,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-05-19 08:12:29,Antioquia,MEDELLÍN,2024-03-07 18:02:32,Antioquia,MEDELLÍN,2025-03-16 22:37:00,Obtención de documentos
93,sdv-id-AvyDiG,NINGUNO,OFRECIMIENTO DE SERVICIOS,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2025-06-14 14:24:18,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-07-04 00:15:51,Antioquia,MEDELLÍN,2025-05-27 19:46:03,Antioquia,MEDELLÍN,2025-08-13 08:39:16,Verificacion de arraigo y/o  estudio socio economico
94,sdv-id-iUzDRt,NINGUNO,OFRECIMIENTO DE SERVICIOS,PRÉSTAMO DE DINERO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-05-24 23:13:16,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-04-26 08:38:39,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2024-09-08 18:01:38,Antioquia,MEDELLÍN,2025-06-11 17:54:17,Registro de informacion formal
95,sdv-id-rtAhjj,NINGUNO,BIENES MUEBLES,PLAN VACACIONAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-04-28 05:05:12,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-04-20 04:35:50,Antioquia,MEDELLÍN,2023-09-25 03:15:33,Antioquia,MEDELLÍN,2024-08-23 08:49:09,Obtención de documentos
96,sdv-id-UuDJLo,NINGUNO,OFRECIMIENTO DE SERVICIOS,"TURISMO POR INTERNET (ALQUILER FINCAS, APARTAMENTOS, APARTA ESTUDIOS - CASAS, HOTELES)",DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-10-25 09:55:51,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-07-19 22:52:28,Antioquia,MEDELLÍN,2024-03-09 11:37:09,Antioquia,MEDELLÍN,2025-06-16 02:58:28,Obtención de documentos
97,sdv-id-qeGpsF,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2025-03-30 12:04:41,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-01-17 06:36:25,Antioquia,MEDELLÍN,2025-03-06 15:59:30,Antioquia,MEDELLÍN,2025-08-04 07:10:10,Registro de informacion formal
98,sdv-id-uzXhMr,NINGUNO,OFRECIMIENTO DE SERVICIOS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DE OFICIO (INFORMES),INDAGACIÓN,2023-12-07 10:20:19,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-02-27 13:08:03,Antioquia,ARAUCA,2023-09-08 23:00:20,Antioquia,MEDELLÍN,2023-10-16 13:00:41,Obtención de documentos
